Country,cause,val
Ecuador,Nutritional deficiencies,734.4516927
Malawi,HIV/AIDS and sexually transmitted infections,15581.30206
Malawi,Respiratory infections and tuberculosis,17163.07871
Malawi,Enteric infections,8522.376612
Malawi,Other infectious diseases,4068.901743
Malawi,Maternal and neonatal disorders,11371.04002
Mauritius,Neglected tropical diseases and malaria,3.057482199
Mauritius,Cardiovascular diseases,3309.089085
Trinidad and Tobago,Neoplasms,2017.011266
Bosnia and Herzegovina,Neurological disorders,1524.143899
Qatar,Digestive diseases,220.8296174
Qatar,Transport injuries,780.4407244
Marshall Islands,Musculoskeletal disorders,0.544218318
Marshall Islands,Other non-communicable diseases,7.037511835
Brazil,Transport injuries,46173.64505
Brazil,Unintentional injuries,41607.47949
Senegal,Chronic respiratory diseases,2762.951066
Senegal,Skin and subcutaneous diseases,170.4365263
Nauru,Mental disorders,5.15E-05
Paraguay,Neoplasms,6140.624129
Monaco,Neurological disorders,36.79851034
Monaco,Mental disorders,0.003763948
Cambodia,Neglected tropical diseases and malaria,192.5198516
Malta,Neurological disorders,303.016498
Malta,Mental disorders,0.059081338
Bahamas,Cardiovascular diseases,868.5233409
Austria,Neglected tropical diseases and malaria,2.271397255
Belarus,Unintentional injuries,4063.26192
Oman,Unintentional injuries,475.0593874
Andorra,Substance use disorders,1.71066862
Austria,Nutritional deficiencies,11.62013788
Mauritius,Musculoskeletal disorders,17.72814593
Mauritius,Other non-communicable diseases,125.1234912
Benin,Chronic respiratory diseases,1887.95238
Belarus,HIV/AIDS and sexually transmitted infections,301.6272791
Belarus,Respiratory infections and tuberculosis,1458.624889
Belarus,Enteric infections,13.38404956
Belarus,Other infectious diseases,208.8191568
Belarus,Maternal and neonatal disorders,173.410571
Angola,Neoplasms,12790.70042
Bosnia and Herzegovina,Self-harm and interpersonal violence,450.099375
Cambodia,Self-harm and interpersonal violence,1287.550012
Nauru,Substance use disorders,0.250875231
Nauru,Diabetes and kidney diseases,8.723376442
Qatar,HIV/AIDS and sexually transmitted infections,7.00852585
Qatar,Respiratory infections and tuberculosis,79.13575995
Qatar,Enteric infections,11.33380414
Cambodia,Musculoskeletal disorders,104.725771
Cambodia,Other non-communicable diseases,2648.5265
Cambodia,HIV/AIDS and sexually transmitted infections,1439.120562
Cambodia,Respiratory infections and tuberculosis,18124.25646
Niue,Neglected tropical diseases and malaria,0.00422767
Niue,Cardiovascular diseases,7.786610433
Nigeria,Mental disorders,2.23881118
Samoa,Nutritional deficiencies,4.39723215
Netherlands,Mental disorders,5.961334425
Benin,Musculoskeletal disorders,48.30883555
Benin,Other non-communicable diseases,4841.461014
Andorra,Self-harm and interpersonal violence,8.620377285
Austria,Neoplasms,22258.3358
Austria,Neurological disorders,6416.489711
Ecuador,Digestive diseases,6908.313048
Ecuador,Neurological disorders,3906.955116
Trinidad and Tobago,Mental disorders,0.014926656
Oman,HIV/AIDS and sexually transmitted infections,100.8936182
Oman,Respiratory infections and tuberculosis,425.6920169
Oman,Enteric infections,48.80652835
Oman,Other infectious diseases,192.7145071
Mauritius,Chronic respiratory diseases,537.3497923
Mauritius,Skin and subcutaneous diseases,32.99684023
Senegal,Neoplasms,8210.571274
Qatar,Unintentional injuries,309.2090104
Bulgaria,Neglected tropical diseases and malaria,11.50508223
Senegal,Transport injuries,1934.579702
Senegal,Unintentional injuries,2634.692784
Micronesia (Federated States of),Neglected tropical diseases and malaria,0.269454527
Malawi,Substance use disorders,164.9826707
Malawi,Diabetes and kidney diseases,4292.161153
Monaco,Self-harm and interpersonal violence,5.619531454
Niue,Neoplasms,2.940803242
Niue,Neurological disorders,0.745568083
Paraguay,Mental disorders,1.596523352
Malta,Self-harm and interpersonal violence,30.192726
Sao Tome and Principe,HIV/AIDS and sexually transmitted infections,3.533903309
Sao Tome and Principe,Respiratory infections and tuberculosis,128.8604586
Sao Tome and Principe,Enteric infections,18.95262258
Uzbekistan,Cardiovascular diseases,107394.1513
Austria,Chronic respiratory diseases,3405.858789
Marshall Islands,HIV/AIDS and sexually transmitted infections,5.563344907
Marshall Islands,Respiratory infections and tuberculosis,27.49978106
Marshall Islands,Enteric infections,5.777999448
Marshall Islands,Other infectious diseases,5.207002635
Marshall Islands,Maternal and neonatal disorders,11.28558706
Antigua and Barbuda,Cardiovascular diseases,200.3805024
Antigua and Barbuda,Musculoskeletal disorders,1.979382713
Paraguay,Nutritional deficiencies,304.109381
Benin,Skin and subcutaneous diseases,122.1593589
Benin,Transport injuries,2088.864382
Brazil,Nutritional deficiencies,8220.569761
Brazil,Digestive diseases,78483.68366
Mauritius,HIV/AIDS and sexually transmitted infections,91.68067158
Mauritius,Respiratory infections and tuberculosis,303.6602677
Mauritius,Enteric infections,33.06962145
Mauritius,Other infectious diseases,21.82120689
Mauritius,Maternal and neonatal disorders,93.60256581
Madagascar,Skin and subcutaneous diseases,166.9350599
Madagascar,HIV/AIDS and sexually transmitted infections,5147.726474
Madagascar,Respiratory infections and tuberculosis,26041.50831
Madagascar,Enteric infections,18602.03332
Madagascar,Other infectious diseases,8079.048067
Austria,Mental disorders,4.095787411
Austria,Self-harm and interpersonal violence,1488.967306
Belarus,Substance use disorders,3207.956927
Belarus,Diabetes and kidney diseases,897.457443
Estonia,Nutritional deficiencies,2.077040923
Cambodia,Chronic respiratory diseases,4959.277205
Niue,Chronic respiratory diseases,1.206209498
Niue,Skin and subcutaneous diseases,0.055475981
Bahamas,Musculoskeletal disorders,12.58320107
Bahamas,Other non-communicable diseases,94.40619099
New Zealand,HIV/AIDS and sexually transmitted infections,9.776496121
Indonesia,Neglected tropical diseases and malaria,11029.43727
Saudi Arabia,Nutritional deficiencies,65.6809485
Bulgaria,Cardiovascular diseases,79119.42413
Samoa,Digestive diseases,55.26501877
Bolivia (Plurinational State of),Neglected tropical diseases and malaria,602.0022411
Cambodia,Enteric infections,2085.041916
Cambodia,Other infectious diseases,1367.881634
Cambodia,Maternal and neonatal disorders,4917.880335
Cambodia,Substance use disorders,170.4348983
Cambodia,Diabetes and kidney diseases,5868.563507
Nigeria,Self-harm and interpersonal violence,24278.76089
Angola,Nutritional deficiencies,3015.041322
Netherlands,Self-harm and interpersonal violence,2162.534935
Estonia,Musculoskeletal disorders,26.53738095
Malta,Cardiovascular diseases,1491.030034
Benin,HIV/AIDS and sexually transmitted infections,2250.89541
Benin,Respiratory infections and tuberculosis,11690.57159
Benin,Enteric infections,6717.994375
Benin,Other infectious diseases,5968.101504
Benin,Maternal and neonatal disorders,13929.55064
Benin,Substance use disorders,83.00799027
Benin,Diabetes and kidney diseases,3118.428303
Burkina Faso,Nutritional deficiencies,4047.893776
Ecuador,Mental disorders,0.050105705
Ecuador,Self-harm and interpersonal violence,3586.61001
Mauritius,Transport injuries,174.1631945
Mauritius,Substance use disorders,90.37964892
Mauritius,Diabetes and kidney diseases,3159.261066
Niue,Mental disorders,7.42E-06
Micronesia (Federated States of),Chronic respiratory diseases,56.76857615
Indonesia,Nutritional deficiencies,20348.09163
Senegal,Mental disorders,0.141279719
Albania,Neglected tropical diseases and malaria,3.47925602
Netherlands,Neglected tropical diseases and malaria,3.15849215
Senegal,Nutritional deficiencies,425.4519566
Austria,Digestive diseases,3236.690068
Uzbekistan,Chronic respiratory diseases,3836.507952
Bulgaria,Chronic respiratory diseases,3035.829583
Bulgaria,Skin and subcutaneous diseases,43.9578462
Bulgaria,Transport injuries,769.9037583
Oman,Maternal and neonatal disorders,354.2597211
Qatar,Nutritional deficiencies,0.782606777
Niue,Transport injuries,0.296817541
Niue,Diabetes and kidney diseases,3.641099401
Micronesia (Federated States of),HIV/AIDS and sexually transmitted infections,48.0380986
Micronesia (Federated States of),Respiratory infections and tuberculosis,49.83289103
Micronesia (Federated States of),Enteric infections,9.858560465
Micronesia (Federated States of),Other infectious diseases,6.252533532
Antigua and Barbuda,Other non-communicable diseases,18.15137614
Antigua and Barbuda,Skin and subcutaneous diseases,7.062068537
Benin,Unintentional injuries,2595.333904
Mauritius,Neoplasms,1516.600587
Mauritius,Neurological disorders,439.6979117
Mozambique,Nutritional deficiencies,3529.853649
Estonia,HIV/AIDS and sexually transmitted infections,34.27753012
Estonia,Respiratory infections and tuberculosis,248.6656138
Estonia,Enteric infections,2.92618558
Paraguay,Digestive diseases,1668.042002
Estonia,Neoplasms,3831.67669
Estonia,Neurological disorders,956.4457299
Belgium,Neglected tropical diseases and malaria,1.016907265
Indonesia,Cardiovascular diseases,651481.4821
Indonesia,Chronic respiratory diseases,100930.0101
Saudi Arabia,Digestive diseases,4819.460366
Saudi Arabia,Neurological disorders,3083.094276
Micronesia (Federated States of),Nutritional deficiencies,2.556617884
Samoa,Neurological disorders,42.10507609
Turkmenistan,Musculoskeletal disorders,9.712091834
Turkmenistan,Other non-communicable diseases,912.4203507
Turkmenistan,HIV/AIDS and sexually transmitted infections,108.4120021
Portugal,Nutritional deficiencies,165.4067823
Angola,Cardiovascular diseases,25723.63733
Indonesia,Neoplasms,229524.048
Sao Tome and Principe,Neglected tropical diseases and malaria,19.09821932
Bolivia (Plurinational State of),Chronic respiratory diseases,3577.625003
Cambodia,Skin and subcutaneous diseases,243.2677257
Cambodia,Transport injuries,3118.214502
Angola,Digestive diseases,8971.245595
Norway,Neglected tropical diseases and malaria,8.039343365
Bahamas,Skin and subcutaneous diseases,27.01405742
Bahamas,HIV/AIDS and sexually transmitted infections,116.5274575
Bahamas,Respiratory infections and tuberculosis,101.1655217
Bahamas,Enteric infections,4.354312648
Bahamas,Other infectious diseases,8.663941618
Bahamas,Maternal and neonatal disorders,24.45538378
Bahamas,Substance use disorders,19.73916506
Bulgaria,Substance use disorders,169.9937059
Bulgaria,Diabetes and kidney diseases,4328.768345
Brazil,Neurological disorders,70861.35113
Brazil,Mental disorders,6.595351375
Burkina Faso,Neoplasms,10125.19338
Austria,Cardiovascular diseases,32998.47021
Saudi Arabia,Cardiovascular diseases,45836.85936
Paraguay,Neurological disorders,1634.125879
Estonia,Other infectious diseases,16.18481165
Estonia,Maternal and neonatal disorders,10.99291558
Latvia,Nutritional deficiencies,5.347106518
Belgium,Chronic respiratory diseases,7400.326167
Paraguay,Cardiovascular diseases,9912.290958
Micronesia (Federated States of),Digestive diseases,33.84157475
Micronesia (Federated States of),Unintentional injuries,28.62892152
Indonesia,Digestive diseases,126347.4966
Malta,Musculoskeletal disorders,9.450361473
Malta,Other non-communicable diseases,58.58753121
Albania,Chronic respiratory diseases,814.6387069
Madagascar,Maternal and neonatal disorders,14851.71911
Madagascar,Substance use disorders,208.1624285
Madagascar,Diabetes and kidney diseases,4811.731138
Netherlands,Chronic respiratory diseases,10766.17353
Austria,Unintentional injuries,2267.806345
Senegal,Digestive diseases,4373.761314
Qatar,Cardiovascular diseases,1121.122533
Nauru,Neglected tropical diseases and malaria,0.021328702
Uzbekistan,Skin and subcutaneous diseases,40.98719927
Uzbekistan,Transport injuries,5087.631017
Uzbekistan,Substance use disorders,344.442273
Uzbekistan,Diabetes and kidney diseases,12201.51083
Northern Mariana Islands,Neglected tropical diseases and malaria,0.035640229
Papua New Guinea,Nutritional deficiencies,205.0282447
Angola,HIV/AIDS and sexually transmitted infections,19192.4105
Angola,Respiratory infections and tuberculosis,24642.56245
Mozambique,Neoplasms,13531.32132
Mozambique,Neurological disorders,2635.42614
Antigua and Barbuda,Other infectious diseases,2.130279615
Antigua and Barbuda,Maternal and neonatal disorders,4.782133786
Antigua and Barbuda,Substance use disorders,7.171341555
Antigua and Barbuda,Diabetes and kidney diseases,93.09252094
Estonia,Mental disorders,0.016591834
Estonia,Self-harm and interpersonal violence,266.6566384
Paraguay,Self-harm and interpersonal violence,1253.595726
Qatar,Neurological disorders,82.54447086
Belgium,Transport injuries,956.3018337
Belgium,Unintentional injuries,4301.196221
Indonesia,Skin and subcutaneous diseases,3618.960257
Indonesia,Transport injuries,40057.81687
Samoa,Self-harm and interpersonal violence,37.48365826
Antigua and Barbuda,Nutritional deficiencies,2.606502712
Mauritius,Mental disorders,0.004509277
Portugal,Digestive diseases,5433.294631
Portugal,Unintentional injuries,2268.308287
Bolivia (Plurinational State of),Digestive diseases,5832.503896
Sao Tome and Principe,Chronic respiratory diseases,78.64908435
Indonesia,Neurological disorders,34101.27872
Indonesia,Mental disorders,6.546731752
Angola,Neurological disorders,2152.013169
Angola,Mental disorders,0.294284883
Angola,Musculoskeletal disorders,166.343681
Angola,Other non-communicable diseases,6470.387453
Angola,Skin and subcutaneous diseases,185.4795209
Norway,Chronic respiratory diseases,2770.71138
Micronesia (Federated States of),Neoplasms,111.8860429
Micronesia (Federated States of),Neurological disorders,15.4123248
Burkina Faso,Neurological disorders,2329.560231
Burkina Faso,Mental disorders,0.142813041
Peru,Neglected tropical diseases and malaria,156.4794197
